ImageId,EncodedPixels
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,9375 9 9630 11 9885 13 10140 15 10395 16 10651 16 10907 16 11162 17 11418 16 11674 16 11930 15 12187 14 12443 13 12699 12 12956 11 13213 9 13472 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,18589 6 18845 8 19101 9 19357 10 19612 12 19869 12 20125 12 20381 12 20637 12 20894 11 21151 9 21409 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,41641 7 41896 9 42151 12 42406 13 42661 15 42917 15 43173 16 43429 16 43686 15 43942 14 44199 13 44455 12 44712 11 44969 9 45227 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,170 11 425 14 680 15 936 15 1192 15 1448 15 1705 14 1961 14 2217 14 2473 14 2730 13 2987 11 3245 7 3503 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,24755 2 25009 6 25261 11 25516 13 25771 14 26027 14 26283 14 26539 14 26795 14 27052 12 27309 10 27566 8
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,17075 11 17330 13 17585 15 17840 17 18095 18 18350 19 18605 20 18861 20 19118 19 19374 18 19631 16 19887 16 20144 13 20401 11
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,28855 2 29109 5 29364 8 29619 10 29870 15 30125 16 30381 17 30637 17 30893 16 31149 16 31405 16 31661 16 31918 14 32175 12 32433 9 32691 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,11447 7 11703 8 11959 8 12215 9 12471 10 12727 10 12983 10 13240 9 13496 8 13753 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,30952 7 31208 7 31463 11 31719 12 31975 13 32231 13 32470 2 32487 14 32708 7 32725 5 32743 14 32961 12 32980 9 32999 13 33217 13 33235 11 33256 11 33472 14 33491 14 33512 10 33727 16 33746 16 33767 9 33983 37 34022 8 34239 46 34495 47 34751 46 35007 12 35021 32 35263 11 35277 32 35520 10 35533 16 35554 11 35777 8 35789 15 35810 11 36033 7 36046 13 36065 11 36291 4 36303 7 36313 1 36321 11 36561 2 36577 10 36833 10 37089 10 37346 8 37603 6 37859 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,18630 3 18885 5 19140 8 19395 10 19651 10 19907 10 19921 3 20163 20 20419 21 20675 22 20931 22 21187 9 21199 10 21444 7 21455 10 21702 1 21712 9 21969 8
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,37066 2 37321 4 37576 6 37831 9 38087 11 38343 11 38599 12 38855 11 39111 11 39367 10 39624 9 39881 8 40140 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,40150 3 40405 6 40659 10 40915 10 41170 11 41425 12 41681 12 41937 12 42193 12 42449 12 42705 12 42962 11 43219 10 43475 10 43731 9 43988 7 44246 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,54483 6 54739 8 54994 11 55249 12 55505 13 55761 13 56017 13 56273 13 56531 10 56788 8 57046 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,58600 10 58855 12 59109 17 59365 18 59619 21 59875 21 60131 22 60387 22 60644 20 60901 19 61157 18 61413 18 61670 16 61927 14 62187 9 62444 7 62700 10 62956 12 63211 15 63466 17 63721 18 63977 19 64233 19 64489 19 64745 20 65001 19 65258 18 65516 14
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,9958 3 10213 5 10469 6 10725 6 10981 6 11237 6
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,74243 3 74754 6 75266 7 75778 8 76290 9 76801 11 77313 12 77825 13 78337 14 78849 15 79361 16 79873 16 80385 17 80897 18 81409 19 81921 20 82433 21 82945 21 83457 22 83969 23 84481 24 84993 25 85505 25 86017 26 86529 26 87041 27 87553 27 88065 27 88577 27 89089 27 89601 27 90113 27 90625 26 91137 26 91650 24 92162 23 92674 23 93187 21 93700 19 94218 10
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,126482 2
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,41 35 549 55 1059 60 1571 63 2083 65 2594 69 3106 71 3618 72 4130 73 4642 74 5155 74 5667 75 6179 75 6691 76 7203 77 7716 76 8228 77 8740 78 9253 77 9766 76 10278 76 10791 75 11304 74 11816 74 12328 74 12841 73 13353 73 13866 72 14379 71 14892 70 15405 69 15918 68 16432 66 16945 64 17458 63 17971 61 18485 59 18999 56 19514 53 20033 45 20549 40 21063 37 21577 35 22091 31 22604 29 23117 27 23631 24 24145 21 24663 13
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,28301 15 28811 20 29322 22 29833 24 30344 26 30854 29 31365 31 31877 31 32388 33 32899 35 33411 36 33922 38 34434 38 34946 39 35457 40 35969 41 36481 41 36993 42 37505 42 38017 42 38529 43 39040 44 39552 44 40064 44 40577 43 41089 43 41601 43 42113 43 42625 43 43138 41 43650 41 44163 39 44675 39 45188 37 45700 37 46213 36 46725 35 47237 34 47750 33 48262 32 48775 29 49288 27 49801 25 50314 22 50829 18 51349 8
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,116438 5 116948 9 116964 7 117459 26 117970 28 118481 31 118992 33 119504 35 120015 38 120527 40 121039 42 121550 45 122062 46 122574 47 123086 48 123598 49 124110 50 124622 51 125134 52 125645 55 126157 56 126669 56 127181 57 127692 59 128204 59 128716 60 129228 60 129740 61 130251 62 130763 62 131275 62 131787 63 132300 62 132812 62 133324 62 133836 62 134349 61 134861 61 135373 61 135885 60 136397 60 136909 60 137421 59 137933 59 138445 59 138957 59 139469 58 139981 58 140494 56 141006 56 141518 55 142030 55 142543 54 143059 49 143575 45 144088 44 144601 43 145113 42 145626 40 146138 39 146651 38 147164 36 147679 32 148192 29 148706 24 149220 19 149733 17 150246 15 150759 12 151274 6
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,781 14 1290 19 1801 21 2312 23 2824 27 3335 33 3846 35 4358 37 4870 39 5381 41 5893 43 6405 43 6917 44 7429 45 7940 46 8452 47 8964 48 9476 48 9988 49 10501 48 11013 48 11525 49 12037 49 12549 48 13061 48 13574 47 14086 47 14598 46 15110 46 15623 44 16136 42 16648 41 17161 39 17675 37 18189 34 18702 32 19215 30 19728 27 20242 24 20757 19 21272 14 21786 10
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,90400 16 90908 22 91417 26 91927 29 92436 33 92947 35 93458 37 93969 39 94480 41 94991 43 95502 46 96013 48 96524 50 97036 51 97548 52 98059 53 98571 54 99083 54 99594 55 100106 56 100618 56 101130 56 101642 56 102154 56 102666 56 103178 56 103689 57 104202 57 104714 57 105226 57 105738 57 106251 56 106763 56 107276 55 107789 53 108301 53 108814 52 109327 51 109839 50 110352 49 110865 47 111378 45 111891 43 112404 42 112917 40 113430 38 113944 34 114464 23 114980 16 115498 5
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,112974 9 113482 15 113993 17 114503 20 115013 23 115523 26 116034 28 116545 29 117055 32 117565 34 118076 35 118587 37 119098 38 119609 39 120121 40 120632 41 121143 42 121654 43 122166 43 122677 45 123189 45 123701 45 124212 46 124724 46 125236 46 125747 47 126259 48 126771 48 127283 48 127795 47 128307 47 128819 47 129331 47 129843 47 130355 47 130868 46 131380 47 131892 47 132404 47 132916 47 133429 46 133941 46 134454 45 134965 46 135476 48 135987 49 136497 51 137008 52 137519 53 138030 54 138541 54 139052 55 139563 56 140075 56 140586 57 141098 57 141609 58 142121 58 142633 57 143144 58 143656 58 144168 58 144680 57 145192 57 145704 57 146216 56 146727 57 147239 56 147751 56 148263 55 148775 55 149287 54 149799 54 150312 52 150824 51 151336 50 151849 48 152361 47 152873 46 153386 44 153899 41 154412 37 154925 34 155438 30 155951 26 156464 23 156978 18 157496 9
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,272729 7 273238 13 273746 20 274255 25 274766 28 275277 31 275788 32 276299 34 276810 36 277321 38 277833 39 278344 41 278856 41 279367 43 279878 45 280389 47 280901 48 281413 48 281925 49 282437 50 282949 50 283461 51 283973 51 284484 53 284996 53 285508 54 286020 54 286532 54 287044 54 287556 55 288068 55 288580 55 289092 55 289604 55 290116 55 290628 56 291140 55 291653 54 292166 53 292678 53 293191 52 293704 51 294217 50 294729 49 295242 48 295754 48 296267 47 296780 45 297293 44 297806 43 298318 43 298831 41 299344 39 299857 38 300370 36 300883 34 301396 32 301911 27 302430 17
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,217439 6 217948 12 218458 16 218969 18 219481 20 219992 23 220503 26 221015 28 221526 30 222038 31 222549 33 223061 34 223573 35 224084 38 224596 38 225109 37 225621 37 226133 37 226645 37 227157 38 227669 39 228181 41 228693 43 229205 52 229717 55 230229 58 230741 59 231253 61 231765 62 232277 63 232790 64 233303 64 233816 64 234329 64 234842 63 235355 63 235868 62 236380 62 236893 62 237406 61 237918 62 238431 61 238944 61 239457 60 239970 59 240484 57 240998 55 241512 52 242024 52 242537 51 243049 51 243562 50 244074 50 244586 50 245099 49 245611 48 246124 47 246636 47 247149 45 247661 44 248174 43 248686 42 249198 41 249711 39 250224 38 250738 35 251251 33 251765 29 252279 26 252792 24 253305 20 253818 15 254331 12
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,77183 3 77693 7 78204 9 78716 10 79227 12 79738 14 80249 16 80761 17 81273 17 81785 17 82297 18 82809 18 83321 19 83833 18 84345 18 84857 17 85369 17 85881 16 86393 16 86906 15 87418 14 87931 12 88444 10 88957 8 89471 4
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,310690 6 311200 11 311711 14 312221 19 312732 23 313242 27 313753 30 314263 33 314773 37 315283 40 315794 43 316305 45 316816 47 317328 48 317840 49 318351 51 318863 52 319374 54 319886 54 320398 55 320910 55 321422 55 321934 56 322446 56 322958 56 323470 57 323982 57 324494 57 325006 57 325518 57 326030 57 326542 57 327055 55 327570 49
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,13754 5 14264 9 14774 12 15284 16 15794 21 16305 25 16816 28 17328 29 17840 31 18352 34 18864 37 19376 39 19889 40 20402 42 20915 44 21431 41 21945 40 22457 41 22969 42 23482 42 23994 43 24506 44 25019 43 25531 44 26043 44 26556 44 27068 45 27580 45 28092 45 28604 45 29116 46 29628 46 30140 46 30652 46 31164 46 31675 47 32187 47 32699 47 33211 48 33723 48 34235 48 34747 48 35259 48 35771 48 36284 47 36796 47 37308 47 37820 47 38333 46 38845 46 39358 45 39870 45 40383 43 40895 43 41408 42 41921 40 42433 40 42946 38 43458 38 43972 35 44486 33 44999 31 45513 28 46027 25 46541 22 47054 20 47568 17 48081 12
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,131050 10 131560 14 132070 18 132579 22 133088 26 133597 32 134108 35 134619 36 135130 38 135642 38 136153 39 136665 40 137176 41 137688 41 138200 41 138712 41 139224 41 139735 42 140247 42 140759 42 141271 42 141783 42 142294 43 142806 43 143318 43 143830 43 144341 44 144853 44 145364 45 145874 47 146384 49 146894 51 147406 51 147917 52 148429 52 148941 52 149453 52 149965 52 150477 52 150989 51 151501 51 152013 51 152525 51 153038 50 153550 49 154062 47 154575 44 155088 41 155601 20 155625 13 156115 16 156629 12 157142 10 157655 7
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,28158 1 28666 6 29177 7 29688 8 30199 10 30711 10 31222 11 31734 11 32246 11 32757 12 33269 12 33781 12 34293 12 34805 12 35317 12 35830 11 36342 11 36854 11 37366 11 37878 11 38391 10 38903 10 39416 9 39928 9 40440 9 40952 9 41464 9 41977 8 42489 8 43001 8 43514 7 44026 6 44539 5 45052 4 45565 3 46077 3 46590 2 47102 1
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,7 14 525 18 1044 18 1563 19 2082 20 2602 19 3122 19 3642 19 4162 19 4682 20 5201 21 5721 20 6241 20 6761 20 7281 20 7801 20 8322 18 8842 18 9363 15 9887 9
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,32762 2 33282 3 33802 3 34322 4 34841 6 35361 7 35881 7 36401 7 36921 7 37441 7 37961 8 38481 9 39001 10 39521 13 40041 15 40561 16 41081 17 41601 17 42121 18 42641 18 43161 19 43681 19 44201 19 44721 19 45241 19 45761 19 46281 18 46801 18 47321 17 47841 17 48361 17 48881 16 49401 16 49921 16 50441 15 50961 13 51481 12 52002 10 52522 7 53043 3
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,70742 6 71260 9 71778 14 72297 16 72817 17 73335 19 73854 21 74373 22 74893 22 75413 23 75932 23 76450 24 76970 24 77490 23 78003 1 78009 23 78522 3 78529 22 79042 4 79049 21 79562 8 79571 18 80082 5 80092 16 80602 5 80613 14 81121 5 81134 12 81642 4 81657 7 82162 3 82682 3
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,96221 5 96739 10 97256 15 97773 20 98292 21 98810 23 99329 24 99848 25 100367 26 100886 27 101405 28 101924 29 102444 28 102963 28 103482 27 104002 17 104021 9 104522 12 104545 8 105042 10 105066 9 105562 9 105585 13 106082 8 106105 15 106602 8 106625 16 107122 7 107144 18 107642 7 107663 19 108162 7 108182 20 108682 7 108702 20 109202 7 109222 20 109722 7 109742 20 110241 7 110262 19 110761 6 110782 19 111282 4 111302 18 111802 2 111822 16 112343 14 112866 9
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,176802 4 177322 6 177841 7 178361 8 178881 8 179402 6 179922 6
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,126403 5 126921 11 127438 15 127957 17 128475 19 128993 21 129511 23 130026 28 130544 30 131062 32 131581 33 132100 33 132619 34 133138 33 133657 33 134177 33 134695 34 135210 38 135726 40 136245 40 136764 38 137284 34 137803 34 138322 34 138842 33 139362 32 139882 32 140402 31 140922 31 141442 30 141962 30 142482 28 143002 27 143522 24 144043 19 144564 16 145085 13 145607 10 146129 6
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,84259 6 84775 13 85293 16 85812 17 86330 20 86849 21 87369 21 87889 21 88409 21 88929 21 89449 21 89970 20 90490 19 91011 18 91531 17 92052 14 92573 12 93093 12 93613 11 94134 9 94659 1
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,117020 8 117536 14 118054 16 118571 21 119089 24 119609 24 120129 24 120649 24 121169 24 121689 24 122210 22 122731 19 123253 17 123774 15
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,154458 3 154976 8 155494 15 156013 17 156533 18 157053 20 157572 21 158092 21 158612 22 159132 22 159653 21 160173 22 160693 22 161213 23 161733 23 162254 21 162775 20 163296 19 163818 17 164340 14 164862 12 165386 9 165909 7 166427 10 166946 12 167465 15 167983 19 168502 21 169022 21 169541 23 170061 24 170581 23 171102 21 171622 20 172142 20 172662 19 173181 19 173701 19 174221 19 174740 20 175259 21 175778 23 176299 21 176819 21 177339 21 177859 21 178379 20 178900 19 179420 18 179941 17 180463 13
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18,18273 9 18791 14 19310 16 19830 16 20350 16 20869 17 21387 19 21906 21 22426 20 22946 20 23466 20 23986 20 24506 20 25026 20 25546 20 26066 20 26586 19 27106 18 27626 17 28146 17 28666 16 29186 17 29706 18 30226 19 30746 20 31266 20 31786 20 32306 20 32825 21 33345 21 33863 23 34382 24 34902 24 35422 23 35941 23 36461 22 36980 21 37500 18 38020 14 38541 10 39061 9 39582 8 40083 1 40103 6 40599 9 40622 8 41117 13 41140 11 41636 14 41659 12 42155 16 42178 14 42674 18 42697 16 43194 19 43217 16 43713 19 43737 16 44233 19 44257 16 44753 18 44777 16 45273 18 45297 16 45792 18 45817 16 46312 18 46337 17 46831 19 46855 19 47351 19 47374 20 47871 19 47893 21 48391 17 48412 22 48911 16 48929 25 49431 14 49448 26 49951 4 49968 26 50470 4 50487 26 50986 8 51006 27 51505 9 51526 27 52025 9 52046 26 52544 11 52566 25 53063 12 53086 25 53583 13 53607 23 54103 13 54127 22 54623 12 54648 20 55144 10 55169 17 55665 9 55690 14 56185 9 56208 16 56706 7 56726 18 57225 9 57245 20 57744 14 57762 23 58262 44 58781 45 59301 46 59821 47 59875 10 60340 66 60859 69 61379 71 61899 71 62420 70 62940 42 62985 25 63461 36 63505 26 63981 33 64025 26 64502 33 64545 26 65023 34 65065 26 65544 35 65584 27 66066 64 66601 49 67122 48 67642 47 68162 46 68682 45 69203 26 69236 8 69724 25 70245 24 70766 23 71286 23 71808 21 72329 20 72850 18 73371 16 73893 14 74415 11
